role,probe_passed,failure_type,failure_message,integrated_regular_path_abs_upper,minimum_amplitude_denominator_abs_lower,relative_root_abs_lower,selected_global_root_abs_lower,collision_jacobian_abs_lower,runtime_seconds,parent_revision
previously_unresolved_target_v52,True,,,73586754019.52191,1.7395655362754908e-07,0.9936827085328932,0.3102100103597107,20.1217109261164,208.07503880001605,D4-deformed-contour-regular-away-W3-v52-leaf-union
passing_control_v51,True,,,1.5415870526332323e-07,4.175542807627748e-06,1.001720045415244,3.2236168620790875,240.2501793229824,2.9639776999829337,D4-deformed-contour-regular-away-W3-v51
passing_control_v52,True,,,1.5415870526332323e-07,4.175542807627748e-06,1.001720045415244,3.2236168620790875,240.2501793229824,3.0008143999730237,D4-deformed-contour-regular-away-W3-v52-leaf-union
